temperature,humidity,wind_speed,precipitation,cloud_cover,atmospheric_pressure,season,visibility,location,weather
-6.0,98.0,14.0,72.0,overcast,982.57,Winter,4.5,inland,Snowy
,81.0,19.0,95.0,overcast,1016.61,Winter,0.5,coastal,Rainy
21.0,68.0,17.5,64.0,partly cloudy,1002.0,Spring,3.0,mountain,Rainy
18.0,65.0,0.5,14.0,partly cloudy,1000.41,Winter,6.5,coastal,Cloudy
2.0,75.0,7.5,105.0,overcast,986.74,Winter,1.0,mountain,Snowy
,60.0,13.0,73.0,overcast,992.39,Summer,4.0,inland,Rainy
23.0,61.0,16.0,,overcast,1017.22,Summer,4.0,mountain,Rainy
1.0,94.0,2.5,,overcast,991.0,Winter,1.0,mountain,Snowy
38.0,33.0,9.5,3.0,clear,1010.86,Autumn,7.0,mountain,Sunny
,95.0,4.0,54.0,overcast,982.37,Winter,3.0,inland,Snowy
-9.0,43.0,10.0,20.0,cloudy,1189.22,Winter,10.5,inland,Cloudy
34.0,95.0,9.5,,overcast,1011.71,Winter,4.0,inland,Rainy
13.0,64.0,13.0,30.0,partly cloudy,1008.6,Summer,7.0,mountain,Cloudy
0.0,84.0,13.0,,overcast,994.98,Winter,5.0,inland,Snowy
,88.0,14.5,62.0,overcast,993.3,Winter,2.5,mountain,Rainy
36.0,0.0,3.5,17.0,clear,1027.4,Autumn,8.5,inland,Sunny
-17.0,69.0,5.5,,overcast,895.83,Spring,9.5,mountain,Snowy
-22.0,96.0,37.0,84.0,overcast,992.06,Winter,0.5,mountain,Snowy
,77.0,7.0,,partly cloudy,988.05,Winter,1.5,mountain,Snowy
29.0,66.0,6.5,2.0,partly cloudy,1018.54,Winter,8.0,inland,Sunny
28.0,78.0,19.5,,partly cloudy,1000.12,Summer,3.5,inland,Rainy
-20.0,28.0,11.0,77.0,cloudy,883.37,Spring,12.5,coastal,Rainy
-9.0,0.0,19.5,,overcast,993.72,Winter,4.5,mountain,Snowy
24.0,23.0,9.5,,overcast,850.9,Spring,3.0,mountain,Snowy
2.0,91.0,0.5,90.0,overcast,987.3,Winter,4.0,mountain,Snowy
15.0,98.0,19.5,,overcast,992.42,Autumn,4.5,mountain,Rainy
29.0,89.0,17.5,93.0,overcast,991.2,Summer,1.0,inland,Rainy
17.0,63.0,4.5,44.0,partly cloudy,1008.97,Spring,6.5,coastal,Cloudy
20.0,69.0,13.5,,partly cloudy,1014.07,Summer,5.5,inland,Cloudy
-3.0,99.0,6.5,63.0,overcast,984.05,Winter,3.5,inland,Snowy
,64.0,8.5,,partly cloudy,1004.06,Winter,1.5,coastal,Rainy
,82.0,7.0,54.0,overcast,991.64,Winter,3.0,inland,Snowy
25.0,76.0,11.0,15.0,partly cloudy,1005.82,Autumn,8.5,inland,Cloudy
25.0,75.0,15.0,52.0,overcast,996.91,Summer,1.0,mountain,Rainy
17.0,76.0,18.0,69.0,overcast,1002.89,Autumn,2.5,mountain,Rainy
0.0,66.0,17.0,72.0,overcast,986.7,Winter,4.0,inland,Snowy
,71.0,3.0,74.0,partly cloudy,1011.53,Autumn,6.0,mountain,Cloudy
,67.0,15.0,96.0,partly cloudy,984.37,Winter,5.0,mountain,Snowy
,65.0,14.0,82.0,overcast,997.52,Winter,2.5,mountain,Snowy
,62.0,6.0,1.0,clear,1025.1,Autumn,10.0,coastal,Sunny
24.0,69.0,2.5,18.0,clear,1014.69,Summer,8.0,mountain,Sunny
2.0,97.0,11.5,77.0,overcast,997.6,Winter,3.5,inland,Snowy
-15.0,102.0,30.0,,overcast,980.17,Winter,3.0,inland,Snowy
-6.0,0.0,4.5,,overcast,985.11,Winter,2.5,inland,Snowy
29.0,87.0,10.0,,partly cloudy,1012.33,Spring,1.0,coastal,Rainy
25.0,71.0,9.0,46.0,overcast,1006.79,Autumn,6.5,coastal,Cloudy
40.0,64.0,6.0,15.0,partly cloudy,1026.58,Winter,5.0,inland,Sunny
41.0,25.0,4.5,2.0,partly cloudy,1014.63,Spring,7.0,inland,Sunny
,82.0,1.0,75.0,partly cloudy,1016.91,Summer,9.0,inland,Cloudy
23.0,54.0,14.5,30.0,partly cloudy,1009.47,Summer,6.0,inland,Cloudy
27.0,71.0,12.0,38.0,partly cloudy,1015.5,Summer,6.0,mountain,Cloudy
-5.0,88.0,9.5,94.0,overcast,993.21,Winter,1.5,inland,Snowy
,91.0,15.0,,overcast,1019.6,Winter,4.5,inland,Rainy
23.0,62.0,8.5,3.0,partly cloudy,1029.62,Summer,8.0,mountain,Sunny
14.0,66.0,10.5,17.0,overcast,1004.04,Autumn,5.5,coastal,Cloudy
30.0,85.0,11.0,97.0,overcast,997.46,Summer,4.0,coastal,Rainy
20.0,73.0,11.0,24.0,partly cloudy,1006.2,Summer,8.5,inland,Cloudy
,54.0,3.5,,clear,1024.1,Autumn,5.0,mountain,Sunny
20.0,39.0,3.5,,clear,1024.56,Autumn,9.0,inland,Sunny
19.0,71.0,35.0,76.0,overcast,998.78,Spring,1.0,inland,Rainy
13.0,54.0,8.0,16.0,partly cloudy,1015.25,Spring,5.5,coastal,Cloudy
,55.0,10.0,37.0,overcast,1018.12,Autumn,8.5,coastal,Cloudy
32.0,61.0,10.5,,partly cloudy,1003.43,Winter,8.0,mountain,Cloudy
62.0,0.0,15.0,91.0,clear,1012.56,Spring,4.0,inland,Sunny
44.0,70.0,13.0,95.0,cloudy,1078.6,Autumn,5.5,mountain,Cloudy
24.0,30.0,9.5,,partly cloudy,1022.28,Spring,8.5,mountain,Sunny
11.0,84.0,20.0,80.0,overcast,1015.1,Summer,2.0,mountain,Rainy
-5.0,63.0,9.5,,overcast,998.67,Winter,2.0,mountain,Snowy
16.0,56.0,14.5,,overcast,1015.28,Winter,8.5,inland,Cloudy
30.0,77.0,15.0,93.0,overcast,1005.72,Autumn,3.0,coastal,Rainy
,80.0,15.5,94.0,overcast,1015.59,Spring,5.0,coastal,Rainy
22.0,82.0,6.0,,partly cloudy,993.0,Summer,3.5,inland,Rainy
24.0,20.0,8.5,,clear,1011.76,Winter,7.5,mountain,Sunny
,69.0,2.5,,clear,1024.71,Summer,6.5,coastal,Sunny
23.0,59.0,2.0,43.0,partly cloudy,1012.12,Winter,6.0,mountain,Cloudy
,79.0,9.0,57.0,overcast,996.99,Winter,1.5,mountain,Rainy
29.0,52.0,4.0,1.0,clear,1024.4,Spring,5.5,mountain,Sunny
36.0,54.0,3.5,10.0,clear,1021.7,Spring,7.5,coastal,Sunny
,91.0,19.0,74.0,overcast,987.54,Winter,2.0,mountain,Snowy
33.0,40.0,6.5,4.0,clear,1029.09,Autumn,9.0,mountain,Sunny
,97.0,13.0,94.0,partly cloudy,991.75,Winter,4.5,coastal,Rainy
,78.0,10.0,93.0,overcast,998.63,Winter,1.5,inland,Snowy
35.0,52.0,0.5,,partly cloudy,1012.64,Summer,8.5,coastal,Sunny
2.0,0.0,0.5,55.0,overcast,982.71,Winter,4.5,inland,Snowy
32.0,84.0,12.0,,partly cloudy,996.03,Summer,3.5,inland,Rainy
16.0,97.0,25.5,91.0,partly cloudy,1014.79,Winter,9.5,coastal,Cloudy
3.0,91.0,3.0,60.0,overcast,993.24,Winter,5.0,inland,Snowy
-6.0,76.0,10.5,74.0,cloudy,1125.2,Summer,5.0,coastal,Sunny
34.0,0.0,12.0,,partly cloudy,1013.2,Spring,2.5,inland,Rainy
25.0,76.0,15.0,63.0,overcast,998.3,Autumn,5.0,coastal,Rainy
25.0,0.0,7.0,,clear,1018.28,Autumn,6.5,mountain,Sunny
49.0,46.0,11.0,96.0,overcast,1054.74,Autumn,8.0,mountain,Cloudy
,100.0,27.5,,partly cloudy,1017.92,Autumn,7.0,mountain,Cloudy
29.0,79.0,16.0,80.0,partly cloudy,1002.95,Spring,4.0,coastal,Rainy
28.0,39.0,9.5,8.0,partly cloudy,1012.35,Winter,5.5,inland,Sunny
-4.0,63.0,4.0,99.0,overcast,986.44,Winter,4.0,inland,Snowy
-5.0,84.0,5.0,,overcast,988.42,Winter,2.0,inland,Snowy
33.0,81.0,6.5,83.0,overcast,1009.47,Spring,1.5,coastal,Rainy
53.0,84.0,7.5,,clear,1017.74,Autumn,6.5,inland,Sunny
29.0,78.0,10.0,,overcast,1009.31,Spring,8.0,coastal,Cloudy
17.0,0.0,12.5,86.0,partly cloudy,1015.67,Summer,2.5,inland,Rainy
33.0,45.0,9.5,13.0,clear,1015.1,Spring,5.5,inland,Sunny
,99.0,8.0,,overcast,997.73,Winter,4.5,inland,Snowy
,,,,,,,,,Cloudy
13.0,103.0,15.5,93.0,partly cloudy,1009.3,Autumn,9.5,mountain,Cloudy
31.0,68.0,13.0,20.0,partly cloudy,1016.34,Winter,5.5,inland,Cloudy
,78.0,5.0,,clear,1024.59,Autumn,1.5,coastal,Sunny
,29.0,1.5,0.0,clear,1016.41,Spring,5.0,mountain,Sunny
,76.0,7.0,12.0,overcast,1008.21,Summer,7.5,mountain,Cloudy
40.0,0.0,4.5,67.0,partly cloudy,1143.82,Summer,10.5,coastal,Sunny
13.0,70.0,10.5,,overcast,1017.67,Winter,7.5,inland,Cloudy
2.0,63.0,17.0,96.0,overcast,995.86,Winter,2.0,inland,Snowy
19.0,102.0,10.5,109.0,clear,1016.96,Winter,11.0,inland,Sunny
23.0,81.0,16.5,,overcast,993.53,Autumn,1.5,inland,Rainy
48.0,38.0,7.5,20.0,cloudy,1098.43,Spring,10.5,coastal,Cloudy
42.0,23.0,1.0,8.0,clear,1015.73,Winter,5.5,inland,Sunny
-11.0,73.0,9.0,35.0,overcast,1135.81,Spring,2.0,coastal,Rainy
,87.0,11.0,,overcast,991.82,Winter,1.5,mountain,Snowy
26.0,67.0,12.0,33.0,overcast,1008.86,Winter,8.0,inland,Cloudy
18.0,77.0,5.5,84.0,cloudy,978.17,Spring,0.5,coastal,Rainy
21.0,56.0,8.5,18.0,partly cloudy,1015.83,Winter,6.5,coastal,Cloudy
10.0,66.0,13.0,52.0,overcast,991.27,Autumn,2.5,mountain,Rainy
23.0,80.0,10.0,68.0,overcast,1016.21,Autumn,3.5,mountain,Rainy
-8.0,77.0,0.0,62.0,overcast,990.86,Winter,4.5,inland,Snowy
29.0,104.0,16.0,95.0,partly cloudy,1008.7,Summer,7.5,inland,Cloudy
28.0,70.0,9.5,95.0,overcast,1019.02,Spring,1.5,mountain,Rainy
-2.0,83.0,17.0,76.0,overcast,980.15,Winter,2.5,mountain,Snowy
25.0,33.0,1.5,19.0,clear,1015.54,Winter,9.0,inland,Sunny
26.0,20.0,2.5,19.0,clear,1022.55,Winter,7.5,mountain,Sunny
14.0,73.0,18.0,95.0,partly cloudy,1011.2,Winter,3.5,inland,Rainy
23.0,84.0,10.5,92.0,clear,1014.03,Summer,7.0,mountain,Sunny
11.0,84.0,6.0,58.0,partly cloudy,996.34,Winter,1.5,coastal,Rainy
-10.0,70.0,17.0,67.0,overcast,993.83,Winter,2.5,inland,Snowy
,73.0,7.5,,overcast,1007.21,Spring,8.5,mountain,Cloudy
,59.0,10.5,36.0,partly cloudy,1007.53,Autumn,8.5,coastal,Cloudy
4.0,61.0,4.0,89.0,overcast,988.98,Winter,2.5,inland,Snowy
-8.0,85.0,20.0,54.0,overcast,989.31,Winter,3.0,inland,Snowy
5.0,105.0,12.5,88.0,overcast,980.92,Winter,3.5,mountain,Snowy
,69.0,8.0,70.0,overcast,1015.23,Summer,4.5,inland,Rainy
30.0,70.0,3.5,37.0,partly cloudy,1003.45,Spring,8.0,inland,Cloudy
11.0,74.0,9.5,51.0,overcast,1005.64,Autumn,4.0,mountain,Rainy
23.0,89.0,40.5,,overcast,1012.12,Summer,3.5,inland,Rainy
4.0,71.0,9.5,20.0,partly cloudy,842.79,Spring,16.5,mountain,Snowy
,24.0,1.5,5.0,clear,1023.3,Winter,6.5,coastal,Sunny
31.0,75.0,19.5,81.0,partly cloudy,994.82,Spring,1.5,inland,Rainy
42.0,96.0,19.5,73.0,partly cloudy,1001.14,Autumn,1.5,coastal,Cloudy
,93.0,12.0,59.0,overcast,1009.69,Winter,2.5,coastal,Rainy
-6.0,87.0,15.0,96.0,overcast,980.75,Winter,1.5,mountain,Snowy
15.0,53.0,4.5,13.0,partly cloudy,1008.33,Autumn,9.0,coastal,Cloudy
26.0,64.0,2.0,1.0,partly cloudy,1029.82,Winter,7.5,inland,Sunny
-5.0,72.0,7.5,,overcast,981.36,Winter,3.5,mountain,Snowy
32.0,41.0,2.0,1.0,clear,1025.08,Winter,7.0,inland,Sunny
13.0,83.0,15.0,,partly cloudy,993.63,Autumn,2.5,mountain,Rainy
32.0,61.0,8.5,,clear,1018.38,Winter,7.0,mountain,Sunny
22.0,26.0,7.0,,partly cloudy,1014.24,Winter,8.0,mountain,Sunny
-3.0,74.0,6.5,73.0,overcast,991.37,Winter,4.0,mountain,Snowy
24.0,58.0,2.0,11.0,clear,1024.96,Summer,6.5,inland,Sunny
10.0,26.0,14.0,73.0,cloudy,876.24,Summer,0.5,coastal,Snowy
81.0,75.0,0.5,89.0,clear,1018.76,Autumn,9.0,mountain,Sunny
-1.0,74.0,16.5,71.0,overcast,998.2,Winter,3.5,inland,Snowy
-2.0,84.0,0.5,86.0,overcast,994.85,Winter,4.0,inland,Snowy
,89.0,3.0,,clear,1012.84,Spring,7.5,inland,Sunny
2.0,88.0,17.5,,overcast,998.72,Winter,4.5,inland,Snowy
17.0,61.0,9.5,,overcast,1019.92,Winter,5.5,coastal,Cloudy
30.0,28.0,0.5,11.0,clear,1013.24,Summer,8.0,coastal,Sunny
17.0,63.0,7.5,75.0,partly cloudy,1016.8,Autumn,3.0,inland,Rainy
33.0,77.0,17.0,54.0,partly cloudy,1009.03,Summer,2.0,coastal,Rainy
21.0,108.0,2.0,84.0,partly cloudy,1010.85,Summer,3.0,inland,Cloudy
22.0,58.0,9.0,22.0,overcast,1004.77,Spring,7.5,coastal,Cloudy
67.0,89.0,11.0,97.0,overcast,1014.23,Summer,1.0,mountain,Rainy
-4.0,62.0,12.0,82.0,overcast,987.15,Winter,2.0,mountain,Snowy
41.0,75.0,6.5,92.0,overcast,1026.83,Autumn,16.5,mountain,Snowy
44.0,63.0,1.0,2.0,clear,1023.58,Summer,6.5,mountain,Sunny
-1.0,93.0,17.0,,overcast,981.06,Winter,4.5,inland,Snowy
13.0,97.0,19.0,86.0,overcast,1015.89,Summer,4.5,mountain,Rainy
,97.0,11.5,91.0,overcast,995.81,Winter,2.0,inland,Snowy
25.0,96.0,14.5,71.0,overcast,993.5,Summer,3.5,coastal,Rainy
38.0,23.0,0.5,9.0,clear,1010.87,Summer,7.5,inland,Sunny
18.0,0.0,13.5,25.0,overcast,1003.41,Spring,11.0,mountain,Cloudy
30.0,37.0,7.5,1.0,clear,1011.99,Spring,9.5,mountain,Sunny
39.0,56.0,8.5,6.0,clear,1018.15,Autumn,6.5,mountain,Sunny
-8.0,79.0,20.0,96.0,overcast,993.02,Winter,3.0,mountain,Snowy
22.0,64.0,1.0,17.0,partly cloudy,1021.27,Summer,8.5,coastal,Sunny
,75.0,1.0,,overcast,984.39,Winter,4.0,mountain,Snowy
,79.0,6.5,41.0,partly cloudy,1017.28,Spring,7.5,inland,Cloudy
,64.0,3.0,,partly cloudy,1006.65,Winter,8.5,mountain,Cloudy
28.0,96.0,7.5,90.0,overcast,993.7,Winter,3.0,coastal,Rainy
-3.0,79.0,5.0,,partly cloudy,985.97,Winter,2.5,mountain,Snowy
44.0,28.0,9.5,5.0,clear,1019.16,Winter,6.5,inland,Sunny
,84.0,4.5,,overcast,981.93,Winter,3.5,inland,Snowy
-3.0,96.0,1.5,73.0,overcast,999.89,Winter,2.5,inland,Snowy
36.0,33.0,9.0,0.0,clear,1025.49,Spring,5.5,coastal,Sunny
36.0,64.0,8.0,97.0,cloudy,1003.7,Spring,16.5,coastal,Snowy
,65.0,11.5,87.0,overcast,990.95,Winter,4.0,inland,Snowy
9.0,89.0,10.0,101.0,partly cloudy,1008.21,Spring,3.0,coastal,Rainy
35.0,67.0,9.0,,clear,1019.0,Summer,5.0,mountain,Sunny
-8.0,87.0,13.0,73.0,overcast,993.08,Winter,3.5,mountain,Snowy
0.0,81.0,1.5,96.0,overcast,983.5,Winter,1.5,inland,Snowy
27.0,36.0,6.5,8.0,clear,1023.87,Autumn,9.0,mountain,Sunny
31.0,56.0,6.5,,clear,1014.66,Summer,5.0,coastal,Sunny
33.0,87.0,11.0,98.0,partly cloudy,1025.58,Autumn,10.5,mountain,Sunny
18.0,53.0,5.0,34.0,partly cloudy,1012.92,Summer,5.5,mountain,Cloudy
2.0,69.0,9.0,,overcast,992.48,Winter,1.5,inland,Snowy
20.0,69.0,4.0,29.0,overcast,1002.96,Spring,8.0,mountain,Cloudy
19.0,81.0,17.0,51.0,partly cloudy,1012.59,Summer,3.5,inland,Rainy
31.0,57.0,5.0,,clear,1018.43,Spring,6.0,mountain,Sunny
-1.0,65.0,15.5,64.0,overcast,981.2,Winter,1.5,mountain,Snowy
3.0,91.0,7.0,98.0,partly cloudy,996.67,Winter,5.5,inland,Snowy
2.0,67.0,2.5,,overcast,981.44,Winter,2.0,mountain,Snowy
-7.0,73.0,22.0,77.0,overcast,985.01,Winter,2.0,inland,Snowy
13.0,0.0,10.0,103.0,partly cloudy,1002.59,Winter,5.0,mountain,Cloudy
26.0,84.0,8.0,67.0,overcast,1013.61,Winter,3.5,mountain,Rainy
33.0,67.0,2.5,,clear,1012.0,Autumn,6.0,mountain,Sunny
,95.0,7.5,71.0,overcast,1019.71,Winter,1.5,inland,Rainy
68.0,72.0,34.5,78.0,overcast,993.38,Summer,0.5,inland,Rainy
-3.0,0.0,19.0,,overcast,995.99,Winter,3.5,inland,Snowy
0.0,97.0,14.0,91.0,partly cloudy,996.84,Winter,5.0,inland,Snowy
21.0,56.0,11.0,,partly cloudy,1019.17,Spring,8.0,inland,Cloudy
30.0,76.0,11.5,78.0,overcast,999.46,Summer,5.0,coastal,Rainy
21.0,66.0,9.5,,partly cloudy,1011.46,Winter,9.0,coastal,Cloudy
43.0,44.0,7.0,,partly cloudy,1022.93,Spring,6.5,inland,Sunny
31.0,0.0,15.0,,overcast,995.1,Spring,1.5,inland,Rainy
,72.0,5.0,89.0,partly cloudy,1016.22,Summer,1.0,inland,Cloudy
15.0,73.0,10.5,71.0,overcast,994.31,Winter,4.5,coastal,Rainy
21.0,62.0,4.0,39.0,overcast,1018.4,Spring,6.0,coastal,Cloudy
38.0,31.0,5.0,,clear,1021.29,Winter,10.0,inland,Sunny
32.0,47.0,7.0,8.0,partly cloudy,1016.25,Summer,8.5,mountain,Sunny
-1.0,81.0,7.0,,overcast,984.68,Winter,1.0,inland,Snowy
13.0,67.0,5.0,37.0,overcast,1003.11,Spring,6.5,mountain,Cloudy
-6.0,62.0,17.5,94.0,overcast,990.21,Winter,2.0,inland,Snowy
,65.0,7.0,1.0,clear,1023.26,Autumn,8.0,inland,Sunny
63.0,72.0,13.5,80.0,overcast,998.96,Autumn,0.5,mountain,Rainy
25.0,58.0,13.0,36.0,partly cloudy,1011.99,Autumn,5.5,inland,Cloudy
24.0,36.0,8.5,,clear,1015.99,Spring,7.0,coastal,Sunny
11.0,99.0,17.0,71.0,overcast,1003.74,Summer,1.0,inland,Rainy
17.0,96.0,8.0,87.0,overcast,1015.92,Winter,2.5,inland,Rainy
14.0,73.0,7.5,,overcast,1018.98,Spring,7.0,coastal,Cloudy
29.0,59.0,7.5,,overcast,1018.43,Autumn,6.0,mountain,Cloudy
18.0,83.0,10.0,75.0,partly cloudy,1004.75,Spring,4.0,inland,Rainy
,0.0,7.5,77.0,partly cloudy,1000.15,Autumn,2.0,coastal,Cloudy
21.0,51.0,3.5,,overcast,1005.74,Winter,7.0,mountain,Cloudy
32.0,82.0,11.0,,partly cloudy,1008.54,Winter,1.5,mountain,Rainy
11.0,65.0,6.0,76.0,partly cloudy,1001.26,Autumn,4.5,mountain,Rainy
33.0,0.0,3.0,0.0,clear,1018.89,Winter,7.5,mountain,Sunny
43.0,0.0,7.5,5.0,clear,1019.42,Spring,7.0,coastal,Sunny
3.0,95.0,6.0,65.0,overcast,988.23,Winter,3.5,mountain,Snowy
,86.0,8.5,80.0,overcast,986.25,Winter,4.0,mountain,Snowy
32.0,94.0,10.0,71.0,overcast,1009.11,Summer,1.0,mountain,Rainy
36.0,35.0,4.5,6.0,clear,1014.81,Winter,7.0,inland,Sunny
32.0,91.0,12.0,,overcast,1008.04,Winter,2.0,inland,Rainy
,59.0,6.5,,clear,1020.51,Spring,6.0,inland,Sunny
37.0,31.0,8.5,5.0,clear,1019.25,Autumn,10.0,mountain,Sunny
28.0,69.0,5.5,,overcast,998.95,Spring,3.0,inland,Rainy
-7.0,75.0,1.5,90.0,overcast,997.69,Winter,5.0,inland,Snowy
,87.0,10.5,,partly cloudy,1013.42,Autumn,4.0,inland,Rainy
37.0,26.0,10.0,,clear,1029.93,Autumn,5.5,mountain,Sunny
-2.0,91.0,8.0,78.0,partly cloudy,998.92,Winter,4.0,mountain,Snowy
49.0,72.0,24.5,75.0,partly cloudy,1012.66,Winter,6.0,coastal,Cloudy
23.0,62.0,5.0,18.0,clear,1016.46,Winter,6.5,coastal,Sunny
34.0,31.0,0.5,10.0,clear,1013.2,Summer,7.5,inland,Sunny
27.0,43.0,7.5,5.0,clear,1011.64,Summer,8.0,coastal,Sunny
,86.0,19.5,,overcast,1003.94,Summer,3.0,coastal,Rainy
,84.0,27.0,,overcast,1016.01,Autumn,0.5,inland,Rainy
24.0,89.0,18.5,63.0,overcast,1017.78,Winter,3.5,coastal,Rainy
-2.0,71.0,12.0,97.0,partly cloudy,990.29,Winter,3.0,inland,Snowy
10.0,93.0,19.5,,partly cloudy,1006.59,Summer,2.5,inland,Rainy
34.0,81.0,6.0,83.0,partly cloudy,993.88,Summer,2.5,mountain,Rainy
,,14.0,,,,,,,Rainy
51.0,92.0,14.0,79.0,clear,1017.62,Winter,8.0,inland,Sunny
-9.0,0.0,17.5,,overcast,998.83,Winter,3.0,inland,Snowy
27.0,,,84.0,,,,,,Rainy
-5.0,77.0,6.0,63.0,overcast,985.51,Winter,4.5,inland,Snowy
,49.0,1.0,,clear,1021.95,Spring,8.0,inland,Sunny
25.0,104.0,8.0,98.0,overcast,1007.38,Winter,6.0,inland,Rainy
27.0,98.0,17.5,,partly cloudy,1019.41,Winter,4.0,coastal,Rainy
,63.0,6.0,51.0,overcast,985.91,Winter,2.5,mountain,Snowy
21.0,100.0,16.0,94.0,partly cloudy,1012.87,Spring,7.0,inland,Cloudy
11.0,36.0,12.0,73.0,cloudy,1038.85,Autumn,15.0,coastal,Rainy
-6.0,30.0,6.0,50.0,cloudy,1026.11,Summer,2.0,mountain,Rainy
34.0,87.0,17.5,77.0,overcast,999.71,Winter,2.0,mountain,Rainy
,83.0,18.5,56.0,partly cloudy,991.04,Autumn,4.5,mountain,Rainy
0.0,98.0,2.5,55.0,overcast,984.3,Winter,3.0,inland,Snowy
10.0,91.0,11.0,99.0,overcast,996.03,Winter,4.0,inland,Rainy
11.0,74.0,8.0,,partly cloudy,1003.32,Summer,10.0,mountain,Cloudy
-17.0,74.0,8.5,80.0,overcast,1133.14,Autumn,10.5,coastal,Snowy
2.0,88.0,14.0,96.0,overcast,984.93,Winter,4.5,mountain,Snowy
-8.0,78.0,13.0,98.0,partly cloudy,997.98,Winter,1.5,mountain,Snowy
-2.0,92.0,5.0,78.0,overcast,984.89,Winter,1.5,mountain,Snowy
-10.0,65.0,5.5,,overcast,987.23,Winter,1.5,mountain,Snowy
30.0,51.0,8.0,,partly cloudy,1021.17,Autumn,8.5,coastal,Sunny
20.0,57.0,12.5,13.0,partly cloudy,1001.85,Spring,6.0,coastal,Cloudy
24.0,42.0,5.0,,partly cloudy,1013.99,Winter,5.0,coastal,Sunny
22.0,38.0,9.5,15.0,clear,1029.06,Spring,9.5,inland,Sunny
19.0,36.0,6.5,53.0,overcast,828.87,Spring,5.0,coastal,Rainy
,27.0,5.5,66.0,partly cloudy,929.72,Spring,14.5,inland,Cloudy
16.0,58.0,9.5,,partly cloudy,1003.09,Autumn,8.5,coastal,Cloudy
,57.0,4.0,14.0,clear,1020.51,Summer,9.5,coastal,Sunny
4.0,72.0,16.5,60.0,overcast,987.84,Winter,4.0,mountain,Snowy
-1.0,92.0,16.0,,partly cloudy,993.62,Winter,3.5,inland,Snowy
30.0,61.0,6.0,57.0,overcast,1011.68,Winter,1.5,inland,Rainy
23.0,0.0,3.0,43.0,overcast,1071.18,Spring,1.0,inland,Cloudy
,27.0,6.0,12.0,clear,1014.81,Summer,8.0,coastal,Sunny
12.0,90.0,18.5,85.0,overcast,1000.61,Spring,3.5,inland,Rainy
28.0,40.0,1.5,,clear,1026.78,Summer,6.0,coastal,Sunny
23.0,36.0,4.5,,clear,1016.75,Summer,7.0,coastal,Sunny
,91.0,16.0,,overcast,1002.86,Spring,2.0,coastal,Rainy
35.0,101.0,22.5,98.0,overcast,1003.58,Winter,4.5,coastal,Cloudy
,,,,,,,,coastal,Sunny
19.0,78.0,10.5,16.0,partly cloudy,1018.01,Winter,5.0,inland,Cloudy
22.0,89.0,6.5,75.0,overcast,1018.98,Summer,3.5,inland,Rainy
45.0,48.0,11.5,94.0,overcast,1158.82,Summer,16.0,mountain,Cloudy
24.0,54.0,2.5,,clear,1024.42,Winter,10.0,inland,Sunny
23.0,66.0,1.5,22.0,partly cloudy,1016.18,Summer,5.5,coastal,Cloudy
,77.0,11.5,94.0,overcast,993.15,Summer,4.5,mountain,Rainy
21.0,55.0,5.0,,overcast,1005.76,Spring,7.5,inland,Cloudy
31.0,77.0,16.0,,overcast,998.94,Winter,4.0,inland,Rainy
27.0,64.0,5.5,,overcast,1017.53,Spring,5.0,coastal,Cloudy
32.0,66.0,12.5,,partly cloudy,1006.41,Autumn,8.0,coastal,Cloudy
14.0,104.0,24.0,95.0,partly cloudy,1019.35,Autumn,0.5,inland,Rainy
15.0,91.0,12.5,92.0,partly cloudy,1010.23,Summer,1.5,coastal,Rainy
24.0,94.0,9.0,86.0,overcast,1000.08,Summer,4.5,inland,Rainy
,34.0,3.5,,partly cloudy,1029.03,Winter,9.0,coastal,Sunny
,31.0,2.5,4.0,clear,1019.67,Spring,7.5,inland,Sunny
14.0,93.0,12.0,59.0,partly cloudy,998.2,Spring,4.5,coastal,Rainy
-2.0,0.0,8.0,59.0,overcast,990.68,Winter,3.5,inland,Snowy
34.0,50.0,11.5,16.0,partly cloudy,1015.68,Spring,7.0,inland,Cloudy
-9.0,72.0,2.5,88.0,overcast,989.73,Winter,3.0,inland,Snowy
,80.0,28.0,74.0,overcast,999.01,Winter,2.5,mountain,Snowy
31.0,61.0,17.5,,partly cloudy,1003.05,Summer,5.0,mountain,Rainy
31.0,79.0,15.0,99.0,overcast,991.29,Winter,1.5,mountain,Rainy
-10.0,63.0,8.0,53.0,partly cloudy,987.04,Winter,1.5,mountain,Snowy
14.0,94.0,17.0,91.0,partly cloudy,993.4,Winter,3.5,coastal,Rainy
14.0,82.0,5.0,75.0,partly cloudy,992.03,Winter,3.5,coastal,Rainy
-8.0,65.0,3.5,94.0,overcast,991.52,Winter,3.0,mountain,Snowy
,59.0,3.5,,clear,1015.07,Winter,6.5,inland,Sunny
-4.0,72.0,9.0,,overcast,988.9,Winter,4.5,mountain,Snowy
-4.0,94.0,9.0,74.0,overcast,989.91,Winter,3.0,mountain,Snowy
11.0,103.0,8.0,108.0,clear,1017.03,Summer,9.0,mountain,Sunny
36.0,61.0,7.5,,partly cloudy,1014.28,Winter,8.0,coastal,Sunny
2.0,0.0,3.0,76.0,overcast,995.82,Winter,1.0,inland,Snowy
30.0,61.0,2.5,15.0,overcast,1005.65,Autumn,5.5,coastal,Cloudy
